store_id,store_name,restaurant_type,city
bx0v,Al Taazaj,Rice Dishes,Chittagong
bx1v,Pizzeria,SNAcks,Sylhet
bx22,Safin Medical,Bangladeshi,Barguna
bx83,Cafe Milano,Bangladeshi,Chittagong
bxjh,Aliment Touch,Cakes,Dhaka
bxo7,S Kitchen,SNAcks,Chittagong
bxzw,London Juice & Coffee Shop,Beverage,Dhaka
by59,Banglar Nobanno,SNAcks,Chittagong
by5t,New Savar Nanna Biriyani,Rice Dishes,Savar
by6i,Tasty Trail,SNAcks,Faridpur
by7s,Rangpur Grand Sultan Hotel And Restaurant,Bangladeshi,Rangpur
byec,Brioche Patisserie,Dessert,Dhaka
bygg,Bishmillah Hotel And Restaurant,Bangladeshi,Dhaka
byry,Choytes Hessel,Curry,Khulna
bywd,Chillox,Burgers,Khulna
bywr,Gopal'S Pure Vegetarian Restaurant,Vegetarian,Dhaka
bzbh,Taqdeer Restaurant,Fast Food,Chittagong
bzes,Easy Recipe,Bangladeshi,Dhaka
bzhr,Rock & Roll,Wraps,Chittagong
bzw2,Rainbow Chinese Restaurant,Chinese,Sylhet
bzxg,Cafe Family Needs Restaurant,Fast Food,Dhaka
c04j,Bangaliana Khabar Ghor,Rice Dishes,Dhaka
c0bs,Shawarma Heaven,Shawarma,Dhaka
c0ci,Make Eat Easy,SNAcks,Dhaka
c0d9,Cafe Banani Kebab Zone & Authentic Chinese,Kebab,Dhaka
c0p0,Food Gang,Fast Food,Dhaka
c0p9,Sharmin'S Kitchen,SNAcks,Dhaka
c0t1,Purnima'S Kitchen,SNAcks,Dhaka
c0zi,Miya Bhai,Curry,Dhaka
c1au,Puran Dhakar Hazi Biryani House,Biryani,Pabna
c1i0,Paprika Restaurant,Asian,Dhaka
c1jn,Mfc Fast Food And Restaurant,SNAcks,Gopalganj
c1og,Alpine Restaurant,Rice Dishes,Sylhet
c1wi,Sohel Chotpoti & Fuchka,Chotpoti & Fuchka,Chittagong
c1yg,Rave Buffet And Rooftop,Rice Dishes,Dhaka
c25e,Red Onion,Fast Food,Dhaka
c2bx,Kitchen Booth,SNAcks,Dhaka
c2cv,Kareem'S Dhaka,Indian,Dhaka
c2he,Faruk Hotel,Bangladeshi,Dhaka
c2hk,Midnight Kitchen 2.0,Bangladeshi,Dhaka
c2lq,Dhaka Biryani Ghor,Biryani,Dhaka
c2m4,Degh,Rice Dishes,Dhaka
c2ps,Ma Hotel,Bangladeshi,Barisal
c2pw,Grand Noor Restaurant,Fast Food,Dinajpur
c2rl,Fryzz,Chicken,Dhaka
c2zj,The Mezbaan Lounge,Bangladeshi,Dhaka
c385,Cafe Gulshan Restaurant,Bangladeshi,Dhaka
c3tn,Jahan Foods,Bangladeshi,Khulna
c3tz,Kacchi Vabi Mirpur,Rice Dishes,Dhaka
c499,Momo Bistro,Fast Food,Dhaka
c4cl,Mezzainne Patil,Biryani,Chittagong
c53e,Pizza Bellino,Pizza,Dhaka
c5ko,Backbenchers Cafe,Fast Food,Dhaka
c5l7,Bowlfire,Fast Food,Dhaka
c5sb,New Delhi Darber,Burgers,Gopalganj
c5yj,Relish Haven,Fast Food,Dhaka
c6on,Southern Claw,Sushi,Dhaka
c7d3,Fuchka Mia,Chotpoti & Fuchka,Dhaka
c7h8,Sandhya Bati,Bakery,Bogra
c7ji,Cafe Spice,Fast Food,Chittagong
c7lm,Cooper'S Express,Dessert,Dhaka
c7re,Rajshahi Special Burger,Fast Food,Rajshahi
c7s2,AyeshaS Rannaghar,Bangladeshi,Dhaka
c7v1,Panshi Restaurant,Bangladeshi,Sylhet
c7wy,Oh My Rolls By Picnic,Bangladeshi,Dhaka
c7z7,Chef'S Signature,Pizza,Dhaka
c7zu,Pandago Ob,Bangladeshi,Nilphamari
c7zy,Mexican Spicy,Mexican,Rajshahi
c8ac,Wellness Cafe,Cafe,Dhaka
c8ie,Ghoroni Ice Cream Fast Food & Coffee,Fast Food,Rajshahi
c8ij,Da Turkito,Turkish,Chittagong
c8je,Munmun'S Kitchen,Bangladeshi,Dhaka
c8m9,Pallabi Kitchen House,Bangladeshi,Dhaka
c8me,Road View Cafe Roasters,Beverage,Dhaka
c8nr,Adda,Fast Food,Dhaka
c8sp,Periyani,Chicken,Dhaka
c8y3,Eaton,SNAcks,Dhaka
c93x,Rafi Haleem,SNAcks,Dhaka
c9fp,AribaS Kitchen,Curry,Sylhet
c9gw,Rajbari,Bangladeshi,Kishoreganj
c9m0,Pasta Square,Pasta,Dhaka
c9pr,Okko,Rice Dishes,Dhaka
c9z4,Chistiya Chotpoti Ghar,Bangladeshi,Dhaka
ca50,Color Kitchen,SNAcks,Dhaka
caa0,Indulge,Beverage,Dhaka
caaw,Fuchka Kaku 2,Chotpoti & Fuchka,Dhaka
caga,Adyan'S Kitchen,SNAcks,Dhaka
cakw,Delicious Bogura Doi,Dessert,Dhaka
can1,Korean Juice,Juice Corner,Dhaka
caq7,Turkish Bazaar,Kebab,Dhaka
cav3,Clean Cravings,Rice Dishes,Dhaka
cayp,Jagannath Bhojonalaya,Vegetarian,Dhaka
cb3f,Peshawari,Kebab,Mymensingh
cb86,Mejo Apa'S Kitchen,Rice Dishes,Chittagong
cbjr,Paragon Momo Shwapno,Dumpling,Narsingdi
cbpn,Authentic Recipe,Bangladeshi,Dhaka
cbpu,Sub Lovers,Fast Food,Dhaka
cbqg,Sip & Savvy,SNAcks,Dhaka
cbu5,Ranna Bari Home Made,Bangladeshi,Dhaka
cbyb,Exit Juice Coffee Ice Cream 2,Healthy,Sylhet
cc0l,Jasim Bhaiyer Shahi Haleem And Nehari,Curry,Gopalganj
cc6z,Sweet Freeze,Dessert,Dhaka
cccc,Hungry Kitchen,Bangladeshi,Dhaka
ccej,Delifrance,Cakes,Dhaka
ccep,Farida'S Heshel,Curry,Rajshahi
ccfh,Rokhsana'S Cooking World,Bangladeshi,Dhaka
cck3,Hazi Kacchi Bhai,Rice Dishes,Savar
cctv,Noor Mart & Cafe,Rice Dishes,Dhaka
ccwy,Ustaadi Kebab & Pizza,Kebab,Dhaka
ccy1,Caboose In,Kebab,Dhaka
cd0k,Bhorta Ghor,Bangladeshi,Chittagong
cda0,Pizza Ghar,Pizza,Dhaka
cdd5,Sunrise Cafe & Juice Bar,Beverage,Sirajganj
cdjo,Dola'S Cake Gallery,Dessert,Dhaka
cdlp,Zurhem,Bangladeshi,Dhaka
cdo1,Sumaiya'S Kitchen,Bangladeshi,Mymensingh
ce0p,Bake N Fast,Bangladeshi,Chittagong
ce27,Jagannath Bhojonaloy,Vegetarian,Chittagong
ce2t,Lezzet,Burgers,Dhaka
ce6e,Papa Chino'S,Pizza,Chittagong
ce9w,Khandani Biryani,Bangladeshi,Dhaka
cedv,Heshel Ghar,Rice Dishes,Dhaka
ceo3,Signature Club,Chinese,Chittagong
cf0h,Cafe Nusrat Hotel & Restaurant,Bangladeshi,Dhaka
cf65,Two Spoons,Fast Food,Dhaka
cf7j,Captain'S World,Curry,Dhaka
cf7s,Pulp & Beans,SNAcks,Mymensingh
cf9d,Tales Of Tehari,Biryani,Kushtia
cfjk,Collection Food Town,Bangladeshi,Khulna
cflu,Shahi Sofik Mamar Chotpoti & Fuchka,Bangladeshi,Dhaka
cg5t,Mithai,Dessert,Faridpur
cg68,Rahman Cakes,Dessert,Dhaka
cgei,Hunger Fix,SNAcks,Dhaka
cgjh,New Mayer Doa Fuchka House,Chotpoti & Fuchka,Rangpur
cgob,Pizza Point,Pizza,Dhaka
cgqu,Purnima Restaurant,Bangladeshi,Dhaka
cgs9,Hotplate,Fast Food,Dhaka
ch7u,Caf'E,Bangladeshi,Dhaka
chi1,Bakkah Sweets & Confectionery,Bakery,Dhaka
chih,Gen Z Resto,SNAcks,Bogra
chkx,New Chabazi,Cafe,Dhaka
chok,Sss Shawarma House,Fast Food,Dhaka
chsl,Mayer Doa Chotpoti & Fuchka,Fast Food,Dhaka
chv3,Patuakhali Misti Ghar,Bangladeshi,Dhaka
chwo,Love Triangle,SNAcks,Dhaka
ci45,Cafe Homestyle,Beverage,Dhaka
ciej,Fresh Juice & Burger Station,Beverage,Dhaka
cikr,Kabuli Mehmani,Curry,Dhaka
cil4,Rice & Spice,Rice Dishes,Dhaka
cisd,Rosh,Dessert,Dhaka
ciw9,The Wheelhouse Cafe,Fast Food,Savar
ciwu,Sultan'S Dine,Cafe,Rajshahi
cix5,Mintleaf,Fast Food,Dhaka
cj09,Bishosto Shop,Rice Dishes,Chittagong
cj2x,Just Juice,Juice Corner,Dhaka
cj62,B,Bangladeshi,Dhaka
cji3,Hazi Kacchi Bhai,Biryani,Barisal
cjqy,Munia Kitchen,Bangladeshi,Dhaka
ck5v,Ayshas Kitchen,Bangladeshi,Dhaka
ckhm,Spicy Dragon,SNAcks,Jamalpur
cknr,Falah Meals,Fast Food,Sylhet
cl39,Saifa'S Kitchen,Bangladeshi,Dhaka
cl8n,La Rosa Cafe & Bakery,Fast Food,Cox'S Bazar
clju,Take Off,Cafe,Rajshahi
cllc,New Hotel Al,Bangladeshi,Khulna
clpf,Food Universe,Bangladeshi,Dhaka
clq6,Lahori Nihari Dhaka,Chicken,Dhaka
clu3,Pizza Italia Noyashorok,Italian,Sylhet
clvl,The Green Kitchen,Beverage,Dhaka
cm5v,De Royalisto,Asian,Dhaka
cmd9,Kasundi Express,SNAcks,Dhaka
cmqx,Bahari Khabar,Curry,Dhaka
cmu1,Purnima Fast Food & Cafe,SNAcks,Dhaka
cmv6,Aroma Sip,Kebab,Dhaka
cmwk,Tasty Of Home,SNAcks,Satkhira
cn92,City Cafe & Restaurant,SNAcks,Rajshahi
cn9k,Roshoighor Restaurant And Biryani House,Bangladeshi,Chittagong
cngv,Sumi Bhorta Ghor,Bangladeshi,Dhaka
cnqx,Margarita Pizza,Fast Food,Dhaka
co3m,Salad Flexi,Healthy,Dhaka
co5n,Kureghar Cafe,SNAcks,Dhaka
co6r,Kacchi Xpress,Biryani,Dhaka
cocr,Bhojon,Rice Dishes,Dhaka
codq,Ice Lime,Beverage,Dhaka
cp1p,Ikra'S Isekai Kitchen,Fast Food,Dhaka
cp80,Cheese Blust,SNAcks,Dhaka
cp8a,Abar Khabo Kitchen,Rice Dishes,Dhaka
cpbi,Sultana'S Kitchen,Bangladeshi,Dhaka
cpbk,Pizza Club,Pizza,Dhaka
cpfs,Good Foods Restaurant,Fast Food,Mymensingh
cppu,Panaderia,Fast Food,Dhaka
cpy2,Kudos,Fast Food,Khulna
cpzp,Jakir Mamar Chotpoti & Fuchka,Chotpoti & Fuchka,Dhaka
cq6i,Tasty Bites,Fast Food,Dhaka
cq9w,One Bite Cafe,Dumpling,Dhaka
cqb1,Akfc,SNAcks,Dhaka
cqge,El Churro,Dessert,Dhaka
cqlf,Uttorer Shwad,Bangladeshi,Dhaka
cqom,Mom'S Magic Meals,SNAcks,Dhaka
cqw2,Cozx,Rice Dishes,Sylhet
cqyj,Himalayan Momos,Dumpling,Dhaka
cr26,Food Campus Live Music Cafe,Fast Food,Kishoreganj
cr3h,Biryani Bari,Biryani,Dhaka
crd7,Barbados Niketon,Beverage,Dhaka
crjq,G2 Pizzeria,Pizza,Dhaka
crq5,Mughal,Fast Food,Savar
cs2r,Sultana'S Kitchen,Bangladeshi,Dhaka
cs6n,Bengal Meat Deli,Fast Food,Sylhet
cshm,Yummy Food,Rice Dishes,Dhaka
csi8,Addaghor Restaurant,SNAcks,Dhaka
cst3,Pizza Express,Pizza,Dhaka
csvl,Starina'S Kitchen,Fast Food,Cox'S Bazar
csw6,Sushi House,Sushi,Dhaka
csyi,Bowls King,Rice Dishes,Dhaka
ct0e,Ankur,Curry,Dhaka
ct9l,Starina'S Kitchen,SNAcks,Cox'S Bazar
ctaa,Arabika Coffee,Cafe,Chittagong
ctpe,Graam Cha,Beverage,Dhaka
cu27,Road Home Bbq & Kabab House,Kebab,Khulna
cu7c,Nobanno,SNAcks,Chittagong
culb,Juice Land,Beverage,Dhaka
cuud,Gotcha,Beverage,Dhaka
cv2m,Exit 1,Healthy,Sylhet
cv2u,Momo Mama,Dumpling,Dhaka
cv5v,Bd Naga Food & Juice,Fast Food,Dhaka
cv8h,The Lone Star Steakhouse,Steak,Dhaka
cv9t,Roshgolla By Fine Food,Dessert,Dhaka
cvdg,Vegas Coffee Vibe,Beverage,Dhaka
cvf6,Gregorian Alumni Club Ltd,Kebab,Dhaka
cvfm,Bangaliana,Bangladeshi,Feni
cw3h,Rupkatha Restaurant,Bangladeshi,Khulna
cwfg,Soni Food Heaven,Fast Food,Gazipur
cwhj,Being Happy,NA,Dhaka
cwih,Snacks & Momos,SNAcks,Dhaka
cwjo,Premium Cup,Bangladeshi,Chittagong
cwv6,Pizza Cafe,Pizza,Chittagong
cwvh,Nz Cafe And Pizza House,Pizza,Jhenaidah
cwwz,Lamia Bhorta House,Bangladeshi,Dhaka
cwxm,Boomers Cafe,Chinese,Dhaka
cwyw,Iz Patisserie & Cafe,Beverage,Dhaka
cx2n,Charuivati Snacks,Chinese,Dinajpur
cx7r,Elysia Eats,SNAcks,Dhaka
cxdq,Dough,Pizza,Dhaka
cxrs,Ektu Adda Hobe!,Fast Food,Dhaka
cxy9,Sip N Dip,SNAcks,Dhaka
cxz8,Nazma'S Food & Beverage,Dessert,Dhaka
cxzx,Fahim Dairy Farm,Sweets,Dhaka
cy7g,Capsicum Arabian Restaurant,Kebab,Chittagong
cy9h,Hr Juice Bar,Beverage,Chittagong
cyd3,Student Struggle,Burgers,Dhaka
cydk,Kutum Biryani & Juicebar,Biryani,Dhaka
cye6,Softbuns,Dessert,Dhaka
cyfh,Nuun,Bangladeshi,Dhaka
cymd,Best Home Fast Food Kitchen,Chicken,Dhaka
cyny,Jhal Khelei Laal,SNAcks,Dhaka
cz22,Muslim Sweets And Bakery,Dessert,Dhaka
czfb,70'S Canvas,Fast Food,Dhaka
czor,Chuijhal (Narsingdi),Bangladeshi,Narsingdi
czqc,Pure Bangla Catering,Bangladeshi,Dhaka
czql,Shokher Rannaghor,Bangladeshi,Dhaka
czua,Haidee,Kebab,Dhaka
d03x,Hirajheel Hotel & Restaurant,Bangladeshi,Barisal
d06y,Fuchka Khadok,Fast Food,Chittagong
d09g,Dream Pizza And Juice Bar,Fast Food,Faridpur
d0bq,Ruchir Rosher Thala,Curry,Dhaka
d0em,China Town,Chinese,Dhaka
d0ga,Mr.Junior,Fast Food,Dhaka
d0ke,Banolota Snacks & Restaurant,Dessert,Sirajganj
d0yx,Hello Junior,Fast Food,Rajshahi
d12c,Korean B.B.Q House,Korean,Dhaka
d1cq,Domino'S Dhanmondi,Pizza,Dhaka
d1fk,Top Dough,Fast Food,Dhaka
d1gs,Miso Me Momo,Dumpling,Dhaka
d1pj,Milano Express,Fast Food,Chittagong
d1sb,Ghorer Ranna Restaurant,Bangladeshi,Dhaka
d1sq,T F C,Fast Food,Dhaka
d1uf,Slicer,SNAcks,Bogra
d1uo,New Noor Afrin Tehari Ghor,Bangladeshi,Dhaka
d1wk,Mac & Cheese,Pasta,Dhaka
d208,Shad Fuchka Corner,Chotpoti & Fuchka,Dhaka
d20x,Dhakaiya Baburchi,Rice Dishes,Dhaka
d2do,Sultana'S Home Kitchen,Bangladeshi,Bogra
d2ry,Fuchka Khadok,Chotpoti & Fuchka,Chittagong
d2xm,Amana Big Bazar,Bangladeshi,Comilla
d32b,Mokka Biriyani,Rice Dishes,Dhaka
d340,Jhumur Kitchen,Healthy,Dhaka
d38s,Jafran Biriyani House,Bangladeshi,Dhaka
d3fb,Keya'S Kitchen,Bangladeshi,Chittagong
d3fm,Waffle Bro'S,Dessert,Dhaka
d3nw,Akboria Grand Hotel,Bangladeshi,Bogra
d3o8,Palmer'S Cafe,Fast Food,Dhaka
d3om,Burning Kitchen,SNAcks,Dhaka
d3pn,Pure By Sonia,Bangladeshi,Dhaka
d3tk,Kimbap House By Koreana Restaurant,Korean,Dhaka
d3zp,Somadhan,Bangladeshi,Dhaka
d44e,At Food Zone,Fast Food,Dhaka
d46v,Tasnia'S Kitchen,Bangladeshi,Dhaka
d4bd,Dumpling Express By 6Ix9,Chinese,Dhaka
d4cs,Kebab House,Kebab,Dhaka
d4g6,Meat Burg,Fast Food,Dhaka
d4ig,The Crazy Chef,Fast Food,Gazipur
d4j8,Roosters Peri Peri,Fast Food,Dhaka
d4k2,Humayra'S Home Food,SNAcks,Dhaka
d4mg,Padma Bilas,Bangladeshi,Rajshahi
d4sq,Sultan'S Dine,Biryani,Dhaka
d4t8,Luma Restaurant & Cafe,SNAcks,Dhaka
d4ye,Mom'S Kitchen,Bangladeshi,Dhaka
d50i,Grand Nawab,Bangladeshi,Rajshahi
d50w,Lunchbox Dot Com,Bangladeshi,Dhaka
d598,New Allahr Dan Biryani House,Rice Dishes,Dhaka
d5ay,Pratima'S Kitchen,Bangladeshi,Dhaka
d5bl,Kasundi Restora Ltd,Bangladeshi,Dhaka
d5dc,Blue Rain Restaurant,Fast Food,Dhaka
d5x5,South Pole Coffee,Breakfast,Dhaka
d62q,Esma'S Kitchen,Fast Food,Gazipur
d6du,Chixxer,Pizza,Dhaka
d6ik,Bismillah Fast Food & Biryani,Fast Food,Rajshahi
d6k0,Cheezy Craft,Pizza,Dhaka
d6kv,Red Tomato,Chinese,Dhaka
d6qv,Mexican Subway,Fast Food,Khulna
d6td,Burger Star,SNAcks,Barisal
d6te,Mashaallah Restaurant,Bangladeshi,Chittagong
d6u1,Anondo Thala,Bangladeshi,Dhaka
d70j,Burger'S Hutt,Burgers,Sylhet
d71c,Fries & Rice,Fast Food,Dhaka
d7bo,Nupur'S Pitha Ghor,Bangladeshi,Dhaka
d7ev,Urban Bite,Fast Food,Dhaka
d7gi,Milano Express,Bangladeshi,Chittagong
d7o0,Home Cuisine,Bangladeshi,Khulna
d7re,Momo Mero,Dumpling,Dhaka
d7rv,Arabika Coffee,Cafe,Dhaka
d7rz,Sadia Restora & Biryani House,Biryani,Cox'S Bazar
d84n,Grameen Danone Foods Limited,Bangladeshi,Dhaka
d85b,Meat Station,Fast Food,Dhaka
d892,The Nest,Fast Food,Dhaka
d8ep,Sultan Biryani,Biryani,Khulna
d8hk,Pizza Man,Pizza,Dhaka
d8jm,Live Pizza House,Pizza,Dhaka
d8rh,Meherjaan Dining,Bangladeshi,Kushtia
d9a1,Yum Stop,Fast Food,Dhaka
d9a9,Grand Royal Chinese,SNAcks,Dhaka
d9fe,Amina Kitchen,Bangladeshi,Dhaka
d9jk,Wrap Up,Wraps,Dhaka
d9k7,Cafe Sweet & Savoury,Fast Food,Dhaka
d9kc,Arabika Coffee,Cafe,Cox'S Bazar
d9kq,New Khadi Collection,Bangladeshi,Comilla
d9ql,Eater,SNAcks,Rajshahi
d9rv,Khan'S Wrapbox,Fast Food,Dhaka
d9tp,Mad Snacks By Hellochef,SNAcks,Dhaka
d9x0,Thai Town,SNAcks,Dhaka
d9ya,Noor Cafe & Restaurant,Bangladeshi,Dhaka
da55,Food Garden,Bangladeshi,Dhaka
da9x,Sayed Sadik Juice & Coffee House,Juice Corner,Dhaka
daj5,Yum Yum Cafe & Restaurant,Fast Food,Dhaka
dav1,Reshma'S Kitchen,Bangladeshi,Dhaka
db03,BurgarS Lover,Burgers,Moulvibazar
db3a,Chaap & Khichuri Junction,Kebab,Dhaka
db6l,Mayer Hater Ranna,Bangladeshi,Dhaka
dbbp,Burger King,SNAcks,Dhaka
dbj0,Whatta Bowl,Indian,Chittagong
dbll,New Hanif Biryani,Biryani,Dhaka
dbmi,Chap Shamlao,Fast Food,Dhaka
dbmt,Forest Cuisine,Fast Food,Dhaka
dbzq,Red Dragon,Rice Dishes,Dhaka
dc1q,Indulge,Beverage,Sylhet
dc7g,Panda Express Bhorta,Bangladeshi,Dhaka
dc97,Delhi Darbar,Indian,Sylhet
dccz,Le D'Or,Fast Food,Dhaka
dchh,Tehari Ghar Star,Rice Dishes,Dhaka
dcrg,Mexican Chow Mein,Fast Food,Dhaka
dczx,Babumoshais Roshoi,SNAcks,Dhaka
ddxm,Table Delight,SNAcks,Dhaka
de39,Fresh Eat & Meet,Bangladeshi,Gazipur
de7f,Food Fusion By Fahmida,Bangladeshi,Dhaka
dflk,Chabao,Fast Food,Dhaka
dfs2,Healthy Fresh Food,Bangladeshi,Dhaka
dfzg,Donerci Turkish Kebab,Kebab,Dhaka
dgf5,Pizza Weist Food Corner Mirpur 2,Pizza,Dhaka
dgfi,Pizza Fusion,Pizza,Dhaka
dgib,Bong Chef,Curry,Chittagong
dgt3,Pino'Z,Italian,Rajshahi
dgyc,Mom'S Kitchen,Curry,Dhaka
dhk0,Kureghor Cafe,SNAcks,Sylhet
dhsj,Kabab E Mehfil,Kebab,Dhaka
dhtl,Burger Shack,Burgers,Dhaka
dhuk,Cafe Marinade,Fast Food,Dhaka
di9o,Cafe Easel,Dessert,Dhaka
diem,Yum Gai,Soups,Cox'S Bazar
diol,Bangla Tiffin,Bangladeshi,Rajshahi
diri,Charred,Fast Food,Dhaka
dius,Pasta Square,Pasta,Dhaka
dj57,The Wood Spoon,Soups,Dhaka
dj8p,Spicel,SNAcks,Dhaka
dj92,Wow Momo And Juice Bar,Juice Corner,Dhaka
dk14,Sara Pizza,Pizza,Dhaka
dk33,Taco Train,Mexican,Dhaka
dk6z,Salman'S Burger & Pizza Shop,Burgers,Khulna
dkbj,Coffee O'Clock,Fast Food,Sylhet
dkbz,Singapore Juice & Fuchka House,Juice Corner,Dhaka
dkcy,Panchforon,Fast Food,Chittagong
dkdy,Salt & Sugar,Beverage,Chittagong
dkhv,Food Carnival,SNAcks,Dhaka
dkve,Cha Er Sathe Ta,Burgers,Dhaka
dl0i,Burger'S Club,Burgers,Chittagong
dl7x,The One Restaurant,Kebab,Dhaka
dlct,Sultan'S Dine,Biryani,Khulna
dlkm,Food Kitchen,Fast Food,Moulvibazar
dlms,Waffle Time,Dessert,Chittagong
dlpw,Fuoco Rangpur,Fast Food,Rangpur
dls2,Friend'S Zone,SNAcks,Dhaka
dlsx,Sayma Kitchens,Bangladeshi,Sylhet
dm04,Rose Kitchen,Bangladeshi,Dhaka
dm18,Yummy Express,Bangladeshi,Rajshahi
dmi0,Hazi Biryani,Biryani,Moulvibazar
dmqa,Ghost Kitchen,Pizza,Dhaka
dmzx,Waffle Night,Dessert,Dhaka
dn1k,Shokher Rannaghor,Bangladeshi,Comilla
dn86,Rangpur Dining,Bangladeshi,Rangpur
dnfz,Pritom Burger,Burgers,Dhaka
dnlx,New Rose Bilas Hotel & Biryani House,Rice Dishes,Barisal
dno1,Sara Pizza,Pizza,Dhaka
dnq6,Te Amo,Pizza,Barisal
do05,Hungry Spoon,SNAcks,Dhaka
don9,Foodie'S Hut,Fast Food,Dhaka
dou5,Samrat Kitchen,Bangladeshi,Dhaka
dowv,Kabab And Khichuri Bistro,Bangladeshi,Dhaka
dp3c,Radhuni Restaurant,Bangladeshi,Jhenaidah
dp7c,Tanvir Fuchka House,Chotpoti & Fuchka,Khulna
dp9k,Bonedi Restaurant,Curry,Dhaka
dpjc,Dhaba,SNAcks,Dhaka
dpjj,Asia Pacific Gen Insurance Co. Ltd.,Bangladeshi,Sylhet
dpqc,Cookers & Co,Asian,Dhaka
dpss,Indian Kebab Zilla,Indian,Dhaka
dpuk,Rojonigondha Chotpoti & Fuchka,Chotpoti & Fuchka,Bogra
dpvc,Chatgaiya Khana,Indian,Chittagong
dpxg,Hungry Rooster,Bangladeshi,Dhaka
dq39,Bismillah Biryani House,Rice Dishes,Dhaka
dq3o,Good Vibes,Burgers,Rangpur
dq83,The Pizza Palace,Pizza,Dhaka
dqdp,Sugarpuffs Coffee,Cafe,Dhaka
dqtq,Tiffin,SNAcks,Dhaka
dqvq,Fuchka Garden,Chotpoti & Fuchka,Dhaka
dr2g,Dhaba City,Bangladeshi,Comilla
dra7,Aesthetic Rooftop & Restaurant,Fast Food,Dhaka
drkq,Food Corner,SNAcks,Dhaka
drp7,Foring Sweet & Fast Food Corner,SNAcks,Jamalpur
ds0e,The Me,SNAcks,Dhaka
ds2n,Fisherman Bailey Road,Fish,Dhaka
ds6r,Armani Lounge,Rice Dishes,Dhaka
ds8t,Bar,Kebab,Dhaka
dsfs,Waffelove,Dessert,Mymensingh
dsw1,Rowshanara Kitchen,Bangladeshi,Dhaka
dszn,Black Pepper,Bangladeshi,Dhaka
dt3c,Burger Xpress,Bangladeshi,Dhaka
dt5o,The Pro Chef,Bangladeshi,Dhaka
dt7j,Thai Times,Thai,Dhaka
dtcc,The Food Point,Bangladeshi,Dhaka
dtcp,Mamun Biryani House,Biryani,Dhaka
dtdp,Muslim Biryani House,Biryani,Dhaka
dtdt,Tales,SNAcks,Dhaka
dtjk,Waffle Treat,Dessert,Jessore
dtop,Kebab & Curry,Kebab,Dhaka
dtp8,Deshi Delights Dhaka,Bangladeshi,Dhaka
du24,New Matri Vandar,Bangladeshi,Khulna
du30,FamiS Kitchen,Bangladeshi,Dhaka
du91,Chilli Flakes,SNAcks,Chittagong
dulf,Romaisa Snack Food,Rice Dishes,Dhaka
duqb,Caker Bari,Cakes,Bogra
duvp,Club China,Rice Dishes,Dhaka
duvw,Dosa Express,Indian,Dhaka
duzc,Arisha Homemade Food Corner,Kebab,Dhaka
dv0n,Yours Kitchen,Bangladeshi,Dhaka
dvc8,Pinch Of Yum,Dumpling,Dhaka
dvhj,Hunger Killers,Asian,Chittagong
dvhp,Kacchi Dine,Rice Dishes,Chittagong
dvjq,The Anime Lab Cafe,Fast Food,Dhaka
dvk7,Route 66,Burgers,Dhaka
dvs9,Sweet Street,Dessert,Dhaka
dvsu,Eataly,Fast Food,Dhaka
dvtp,Coffee Connoisseur,Beverage,Dhaka
dvva,Urban Leaf,Curry,Dhaka
dvxj,Two Point Zero,Fast Food,Feni
dw3l,Her Bliss,Bangladeshi,Dhaka
dwkk,The Fresco,Fast Food,Chittagong
dwrf,Scooby,Fast Food,Dhaka
dws9,Sel Nibash Hotel,Chinese,Dhaka
dwvc,Wow Food And Beverage,Fast Food,Dhaka
dx1m,Prema'S Kitchen,SNAcks,Tangail
dx6b,Wellness Cafe,Cafe,Dhaka
dxbc,Foodbar,Fast Food,Dhaka
dxcz,Burger Inn,Fast Food,Dhaka
dxdl,Wabi Sabi,Bangladeshi,Chittagong
dxh5,Cafe Bir Coffee & More,Beverage,Dhaka
dxk0,Waffle Eat,Dessert,Dhaka
dxw1,Bahari Khabar,Bangladeshi,Dhaka
dxx2,Cozy Corner Bistro,Fast Food,Dhaka
dyam,Bibimbox,SNAcks,Dhaka
dyjq,Crust 2.0,Pizza,Dhaka
dyu0,D'S Bistro,Cafe,Dhaka
dyud,Tasty Pastry,Cakes,Rangpur
dywf,Yummik Thai Chinese & Fast Food Restaurant,Chinese,Dhaka
dyxh,Roll Ghar,Fast Food,Dhaka
dz5r,Fat Boy Pies By Picnic,Bangladeshi,Dhaka
dz67,Basic Kneads,Fast Food,Dhaka
dz86,Fuji Fast Food And Chinese Restaurant,SNAcks,Tangail
dzbg,Yoo Cafe,Fast Food,Dhaka
dzgv,Mother'S Kitchen,Cafe,Dhaka
dzhx,Wafflepop!,Dessert,Dhaka
dzkm,Pizza Town,Pizza,Dhaka
dzlg,Rahima Kitchen,Bangladeshi,Gazipur
dzmu,Late Night Kitchen,SNAcks,Dhaka
dznv,Pandago Ob,Bangladeshi,Gazipur
e0je,Muslim Sweets & Bakery,Dessert,Dhaka
e101,Shumi'S Hot Cake,Cakes,Dhaka
e134,Khichuri Adda,Khichuri,Dhaka
e17b,Joshim Chotpoti & Biryani Bhandar,Chotpoti & Fuchka,Chittagong
e1a5,Yahya Restaurant & Cafe,Rice Dishes,Dinajpur
e1gb,Ek Ronga Shadh,Bangladeshi,Dhaka
e1m5,Meetup,Beverage,Chittagong
